speaker_id,accent,word,distance,n_ref,speaker_dur,am_dur,norm_dist,all_dur
speaker_09,Nigerian,the,3.513779384233125,13,0.4,0.30769,0.175689,0.268
speaker_09,Nigerian,technical,2.479936876811433,13,0.3,0.29077,0.1653291,0.36
speaker_09,Nigerian,side,3.0701321412117015,13,0.36,0.35538,0.1705629,0.36824
speaker_09,Nigerian,people,2.767120994257827,13,0.3,0.29846,0.1844747,0.31423
speaker_09,Nigerian,understand,3.7047687174733177,13,0.5,0.35846,0.1481907,0.40902
speaker_09,Nigerian,options,7.765488414942445,12,0.66,0.625,0.2353178,0.685
speaker_09,Nigerian,think,1.9031467819150751,13,0.26,0.21692,0.1463959,0.31057
speaker_09,Nigerian,i'm,2.036889585838516,13,0.24,0.18462,0.1697408,0.23521
speaker_09,Nigerian,strong,2.8244059457685107,13,0.3,0.24154,0.1882937,0.26423
speaker_09,Nigerian,candidate,2.5254083324818164,13,0.42,0.37077,0.1202575,0.40588
speaker_09,Nigerian,because,2.971948871575281,13,0.36,0.38154,0.1557876,0.41019
speaker_09,Nigerian,have,2.684546700041378,13,0.18,0.18154,0.2957551,0.1941
speaker_09,Nigerian,solid,4.214055517306455,13,0.2,0.35077,0.2402751,0.31811
speaker_09,Nigerian,experience,3.5711513878310117,13,0.5,0.35538,0.1428461,0.41725
speaker_09,Nigerian,with,4.392808254392172,13,0.32,0.37385,0.2350062,0.27346
speaker_09,Nigerian,customers,7.475522251720224,12,0.62,0.55385,0.2411459,0.63077
speaker_07,Nigerian,i,43.22243948141883,13,1.96,1.16615,0.4410453,0.46557
speaker_07,Nigerian,graduated,10.477488124766587,13,0.48,0.71077,0.2948211,0.65098
speaker_07,Nigerian,about,8.408414650805447,13,0.58,0.36308,0.2899453,0.41456
speaker_07,Nigerian,three,2.9513731066432576,13,0.4,0.32,0.1475687,0.32538
speaker_07,Nigerian,years,1.0534348245510232,13,0.24,0.24154,0.0872271,0.25231
speaker_07,Nigerian,ago,2.9253374617839847,13,0.3,0.32769,0.1785417,0.31154
speaker_07,Nigerian,and,10.328965482450116,13,0.72,0.31077,0.2869157,0.36441
speaker_07,Nigerian,i've,3.4463583450573574,13,0.34,0.27385,0.202727,0.23409
speaker_07,Nigerian,been,2.601876440753268,13,0.18,0.11077,0.2890974,0.16423
speaker_07,Nigerian,working,1.5388424760109696,13,0.24,0.27077,0.1136645,0.29885
speaker_07,Nigerian,in,1.0268138872938684,13,0.24,0.23692,0.0855678,0.22731
speaker_07,Nigerian,customer,2.194951527352908,13,0.28,0.29385,0.1493946,0.34769
speaker_07,Nigerian,service,3.874893409971749,12,0.48,0.415,0.1614539,0.47224
speaker_07,Nigerian,client,3.7261861160641967,13,0.46,0.30769,0.1620081,0.34776
speaker_07,Nigerian,facing,3.1925440532193767,5,0.44,0.228,0.1451156,0.3288
speaker_07,Nigerian,roles,2.3645774477228683,13,0.2,0.25385,0.1863,0.32122
speaker_07,Nigerian,since,4.59915018525708,13,0.48,0.32154,0.1916313,0.36078
speaker_07,Nigerian,then,3.4546033207050937,13,0.5,0.40923,0.1381841,0.4284
speaker_07,Nigerian,most,32.0240099088146,13,1.5,0.41231,0.4269868,0.40077
speaker_07,Nigerian,recently,3.489892269505835,13,0.46,0.43846,0.1517344,0.47923
speaker_07,Nigerian,was,1.8286026065080243,13,0.18,0.17231,0.2031781,0.1949
speaker_07,Nigerian,at,2.187236189151029,13,0.16,0.16769,0.260863,0.19373
speaker_07,Nigerian,a,1.07709857459284,13,0.04,0.11077,0.1944761,0.094
speaker_07,Nigerian,financial,2.5242539806811783,13,0.38,0.30923,0.1328555,0.30173
speaker_07,Nigerian,firm,7.149611280344121,13,0.52,0.53692,0.2663179,0.52462
speaker_07,Nigerian,helping,8.978770587733504,13,0.66,0.50769,0.272084,0.63654
speaker_07,Nigerian,on,1.2508931183203091,1,0.22,0.02,0.1137176,0.08618
speaker_07,Nigerian,clients,5.17544531596903,13,0.44,0.47538,0.2177372,0.55115
speaker_07,Nigerian,answer,9.099181983563216,13,0.66,0.34154,0.2757328,0.36612
speaker_07,Nigerian,their,25.16263787567596,13,1.12,0.22,0.4493328,0.32392
speaker_07,Nigerian,questions,2.6272238195463453,13,0.34,0.32615,0.1545426,0.33686
speaker_07,Nigerian,accounts,12.593673531080812,13,0.78,0.74154,0.3229147,0.76
speaker_07,Nigerian,really,1.4443153193174143,13,0.2,0.23846,0.1211361,0.23774
speaker_07,Nigerian,enjoy,3.7832989504878114,13,0.38,0.37385,0.199121,0.3668
speaker_07,Nigerian,being,3.169611666172747,13,0.28,0.34154,0.1856079,0.30538
speaker_07,Nigerian,that,4.856829868412128,13,0.52,0.31231,0.1868011,0.3296
speaker_07,Nigerian,connection,3.117787753916249,13,0.4,0.34769,0.1558894,0.39654
speaker_07,Nigerian,between,3.225743677182378,13,0.34,0.42923,0.1503035,0.49115
speaker_07,Nigerian,the,8.099665462488987,13,0.56,0.30769,0.2892738,0.268
speaker_07,Nigerian,technical,2.330379199633234,13,0.26,0.29077,0.1602906,0.36
speaker_07,Nigerian,side,7.669947530589732,13,0.54,0.35538,0.2840721,0.36824
speaker_07,Nigerian,people,3.2280725568400137,13,0.4,0.29846,0.1614036,0.31423
speaker_07,Nigerian,understand,7.888217828667627,13,0.56,0.35846,0.2817221,0.40902
speaker_07,Nigerian,options,7.347287956469419,12,0.7,0.625,0.2099225,0.685
speaker_07,Nigerian,think,1.913103435032096,13,0.26,0.21692,0.1471618,0.31057
